source,date,like,share,comment,link,content
蔡英文 Tsai Ing-wen,2021-07-13,83000,1135,5531,https://m.facebook.com/story.php?story_fbid=10157587659376065&id=46251501064,今年度的APEC領袖代表，再次邀請台積電張忠謀創辦人擔任！ 　　 謝謝Morris，他不僅在國內外廣受推崇，一手打造的台積電，也成為台灣在國際上最具代表性的企業之一。過去幾年來，Morris代表我參加APEC會議，對於區域經貿和產業發展，都提出獨到的見解，今年，我們也將借重他的經驗，促進更多的國際交流。 　　 今年度的APEC領袖會議，輪到紐西蘭主辦，主題是「攜手協作，共同成長」。在11月的會議召開前，7月16日也將加開一場線上的「非正式領袖閉門會議」，針對因應疫情危機、加速經濟復甦的重要課題進行討論。我請Morris在這週即將舉行的會議中，提出兩項主張： 　　 1️⃣APEC組織應就成員體各國公平、迅速取得疫苗，做更多的努力。相互協助，讓疫苗供應更加快速穩定，才能有效控制疫情，並有助於復甦經濟。 　　 2️⃣面對疫後時代的挑戰，APEC成員國應該攜手合作，秉持自由貿易的精神和原則，對全球復甦做出貢獻。積極投資未來，打造有韌性的治理模式，是每一個民主國家努力的目標。 　　 APEC是台灣參與國際的重要平台，我們有意願也有能力，與各國共同努力。今年的任務，就拜託Morris了！翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-13,49000,925,7145,https://m.facebook.com/story.php?story_fbid=10157587504731065&id=46251501064,謝謝日本提供疫苗，我們也持續擴大接種對象中，請大家一起踴躍登記！ 　　 今天早上，日本政府再次宣布，將提供台灣第三批 #AZ疫苗，加上前兩批，總計將超過330萬劑。對於日本接連展現出 #台日友好 並互相扶持的心意，我要再次表達最深的感謝。 　　 隨著台灣取得的疫苗增加，我們也持續擴大接種對象，加速大規模的有序施打。從今天起，18歲以上的民眾，也可以進行疫苗接種意願登記。請大家踴躍登記，並在收到通知後完成預約。提升接種率，就是在提升台灣集體的防護力。 　　 因為登記踴躍，今天早上 #疫苗施打意願登記與預約接種系統 一度當機，但下午已恢復穩定。我也要提醒大家：#意願登記的序號跟施打順序無關。這一輪的登記時間，到7/15（四）下午5點為止，三天內都可以登記。早登記，晚登記，通通都是有登記，只要完成後，就可以等待簡訊通知，再去預約。 　　 越多人接種疫苗，越能減輕醫療體系的壓力。請大家在感謝和支持醫護人員的同時，別忘了要登記喔！ 　　 ➡️疫苗施打意願登記與預約系統：https://1922.gov.tw/ 　　 #友情のワクチン #團結防疫守台灣翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-12,47000,1030,6748,https://m.facebook.com/story.php?story_fbid=10157585958746065&id=46251501064,今天是7月12日，今晚想跟大家談一下 #伍克振 將軍的故事。 　　 時間回到1980年代的台灣，當時，國軍在美國技術移轉下，展開新一代主力戰機的研發。這是中華民國空軍建軍史上最大規模的自製武器開發計畫，代號 #鷹揚計畫。成果就是1988年出廠、1989年首飛的 #IDF經國號戰機。 　　 為了研發這架主力戰機，空軍、空軍航發中心（漢翔公司前身）和中科院，都投入了最頂尖的人才。同時，也因為這是一架超音速戰機，需要有經驗最豐富、技巧最高超的飛官，來擔任第一批的試飛員。空軍官校54期畢業的伍克振上校，於是奉命出任試飛組的副組長。 　　 1991年7月12日，伍克振副組長親自駕駛編號10002的原型機，從台中清泉崗基地起飛，進行低空高速安定性試飛，希望找出戰機在穿音速時，機體發生不明震顫現象的原因。這也是10002原型機第199次試飛。 　　 當戰機加速到一馬赫時，戰機突然發生劇烈抖動，甚至讓右水平尾翼解體斷裂。但為了爭取讀取飛航參數的時間，伍克振副組長繼續勉力操控飛機。最後10002原型機飛入海面，他則在跳傘時不幸殉職。 　　 事故發生後，伍克振副組長被追晉為少將。因為他堅持到最後一刻的努力，讓研發團隊可以透過戰機回傳的數據和後續不斷的嘗試，解決了震顫現象，IDF經國號戰機終於能夠順利量產。 　　 一直到今天，在漢翔公司沙鹿廠區大門前，依然矗立著伍克振少將的銅像，每一架經國號戰機出廠時，都會先來到銅像前，讓伍克振少將檢視，向這位奉獻生命的試飛官致敬。 　　 去年，在新式高教機 #勇鷹 首飛典禮後，我也來到伍克振少將的銅像前，向他獻花致敬。沒有當年勇於駛向未知的前人，就沒有今日國機國造的成果。這股不畏艱難、奮勇向前的精神，如今我們傳承下來了。 　　 7月12日這一天，我們緬懷伍克振少將的事蹟，也要一起向投入國機國造的團隊、日夜守衛空域的空軍弟兄姊妹們致謝。是因為這麼多人的付出，和平與繁榮才因此成為台灣的日常。翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-12,61000,1701,25000,https://m.facebook.com/story.php?story_fbid=10157585672706065&id=46251501064,"持續爭取更多疫苗，是這段時間我最優先的工作，謝謝各方的努力！ 　　 今天行政院宣布，台積電、鴻海/永齡基金會合計採購1,000萬劑BNT疫苗的專案，已經完成採購契約和捐贈契約的簽署。將會在取得疫苗後，捐贈給政府調度使用。 　　 我要謝謝過程中各方的努力，讓專案能順利推動，也要肯定行政院、中央流行疫情指揮中心，以及政府法律團隊，在談判過程中，夜以繼日協助捐贈單位，迅速完備複雜繁瑣的法律程序。經過政府和民間共同努力，這次疫苗採購捐贈專案，符合 #原廠製造、#原廠標籤、#直送台灣 三個原則，並能夠捍衛國人健康安全的各項權益。 　　 另外，我們也已經展開下一批疫苗洽購的工作，預計在明年、後年各追加購買1,500萬劑Moderna次世代疫苗，以因應往後可能的需求。 　　 再次謝謝台積電、鴻海/永齡基金會及行政團隊同仁的攜手努力！ 　　 #團結防疫守台灣翻譯年糕"
蔡英文 Tsai Ing-wen,2021-07-12,39000,611,4180,https://m.facebook.com/story.php?story_fbid=10157585459051065&id=46251501064,#東京奧運 即將在7/23開幕，一起為「黃金世代」的台灣英雄們集氣！ 　　 今天我來到高雄的 國家運動訓練中心 National Sports Training Center，為東奧代表團授旗。就在下週，代表團即將包機飛往日本，在最高的體育殿堂中，為台灣爭取最大的榮耀。 　　 這次東京奧運，在疫情挑戰下，最後終於排除萬難舉行。主辦國日本展現出堅強的意志，令人感佩，我們都期待並祝福奧運圓滿順利。包括台灣在內，所有參賽國的團隊，也都為了這場全球矚目的運動盛事，一起做了周延的準備。 　　 今天的授旗，為了確保防疫、避免群聚，大部分的選手和教練都是透過視訊參與。即使隔著螢幕，我還是能感受到大家高昂的士氣，許多人更是在場館中積極備戰，把握訓練的空檔來連線。 　　 我們都希望，這是一次展現人類對抗病毒決心、激發集體鬥志的奧運。66位代表台灣的選手們加油，奧運期間，我們會鎖定轉播，隨時準備好為你們的表現喝采！ 　　 #台灣加油 #感動讓我們團結在一起 #TokyoOlympics #UnitedByEmotion翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-11,37000,858,7222,https://m.facebook.com/story.php?story_fbid=10157584128801065&id=46251501064,最近已經有很多長輩陸續接種疫苗，也請大家幫忙父母注意接種順序。如果符合資格還沒有施打，可以盡快登記，越早打，越安心！ 　　 上週 #疫苗施打意願登記與預約接種系統 推出後，今天起開放下列兩種身分者登記施打意願： 　　 ✅50歲以上民眾 ✅18歲以上第9類民眾 　　 意願登記時間到明天下午5時為止，將進行第一輪結算。預計在7月13至15日，符合資格的民眾，會陸續收到1922發送的通知預約簡訊，才能進行後續預約，並且預計最快在7月16日開始接種，未來三週均是AZ疫苗。 　　 近來疫情雖然逐漸趨緩，我要提醒大家依然不能鬆懈，也請符合接種資格的民眾踴躍登記，儘早施打，提升國人接種率，要靠大家一起來努力！防疫最後一哩路，我們一起加油！ 　　 ➡️疫苗施打意願登記與預約系統：https://1922.gov.tw/  ➡️詳細資訊請看：https://reurl.cc/R0RQje 　　 #團結防疫守台灣翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-09,95000,1343,7231,https://m.facebook.com/story.php?story_fbid=10157581697731065&id=46251501064,美國在台協會 AIT 的酈英傑（Brent Christensen）處長即將卸任離開台灣了，昨天我邀請他來家裡坐坐，再次當面謝謝他在任內的貢獻。此外我也仔細閱讀了酈英傑處長給台灣人民的道別信。 　　 正如酈英傑處長所說的，緣分讓他一次又一次不斷地回到台灣。「緣分」這個詞不容易翻成英文，但是用我們台灣話來說「有緣鬥陣」，確實就是這個「緣」，讓酈英傑處長一再與我們相聚。酈英傑處長19歲第一次來到台灣，此後三度以外交官身分派駐台灣，我想，酈英傑處長和台灣之間，應該是因緣俱足。 　　 台灣除了有酈英傑處長心心念念的芒果冰、Für Elise和茉莉花香，我們的山與海也充滿他的回憶。酈英傑處長爬過阿里山，到過福隆的海岸淨灘，下一次，台灣人依然會期待與「野生酈英傑」不期而遇。 　　 就像酈英傑處長與台灣長達40年的緣分一樣，如今台美關係是最好的時刻，而這是許多人一同辛勤耕耘的結果。一個簡單的微笑，幾次友善的互助，最終都能成就台美間濃密如綠蔭的友誼。民主國度之間，不僅價值理念相同，人情味也必定可以相通。 　　 我要給酈英傑處長和家人深深的祝福，台灣永遠不會離開你們，有閒回來走走時，我們再來去找棵大樹下，吃碗冰，品味台灣美好風光。 　　 ➡️酈英傑處長的道別信：https://reurl.cc/eEQ8r7翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-08,100000,1775,6918,https://m.facebook.com/story.php?story_fbid=10157580116306065&id=46251501064,清淤破紀錄，感謝辛苦的水利人員和國軍！ 　　 國家有需要的時候，#國軍一定會出現，這是國軍的責任，也是使命。面對台灣百年大旱，我們多管齊下，作戰了一整年，除了 經濟部 水利同仁積極執行新增抗旱水源、省水措施等工作，我也下令國軍官兵協助清淤工作。 　　 在水庫現場，我們的陸軍六、八、十軍團工兵群，以及工兵訓練中心的弟兄姊妹，帶著裝備、機具投入任務，在河道裡穿梭。在高峰時，一天甚至載運淤沙將近四十趟，即使汗水浸溼全身，依然戮力執行任務。 　　 從去年6月開始到今年5月為止，全國水庫總清淤量已經破紀錄，達到1650萬立方公尺，等於超過三座寶山水庫的容量，讓台灣未來降雨時可以存下更多水。我除了要感謝所有投入的水利人員和國軍弟兄姊妹，也希望大家一起珍惜水資源，讓環境更永續。翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-08,50000,847,7533,https://m.facebook.com/story.php?story_fbid=10157579031261065&id=46251501064,日本政府提供的第二批113萬劑AZ疫苗，下午已經抵達了。再次謝謝日本的友情支持，我們會持續加速疫苗接種，提升台灣的集體防護力。 　　 今天另一個重要消息是，指揮中心已經宣布，三級警戒將會再延長到7/26，但從下週二（7/13）開始，則會有條件適度鬆綁部分措施。 　　 我想跟大家說，我們必須戰戰兢兢面對難纏的病毒，在每天還是有些不明感染源的案例下，還需要更多時間來達到降級的條件。 　　 不過，我也清楚，長時間、高強度的警戒，容易產生對防疫的疲乏。許多做生意的小商家，生計更是會受到影響。如果疫情已經趨緩，也該在符合防疫要求下做適當的調整。因此這一次，我們開始以 #分批逐步的方式，嘗試做出 #適度的鬆綁。 　　 所有鬆綁的場所，都將是 #有條件鬆綁，也必須繼續遵守實聯制、出入口管制、人流管控降載等措施。出入場所的消費者，則必須維持社交距離，除飮食外全程戴口罩。 　　 克服疫情挑戰，是我們全國上下一致的目標。這個時候 #少爭吵多合作，讓我們繼續團結配合指引，在生活的便利和防疫的周全當中，一起找到新的平衡！ 　　 ➡鬆綁措施的說明請見：https://reurl.cc/9rWn5n 　　 #友情のワクチン #團結防疫守台灣翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-07,61000,1357,9684,https://m.facebook.com/story.php?story_fbid=10157576466646065&id=46251501064,打疫苗不會造成基因突變，該打的時候就去打！ 　　 今天下午，最新一批政府購買的62.6萬劑AZ疫苗已經抵達。隨著疫苗的供應逐漸穩定，現在各縣市都在全力施打疫苗，過程中也持續根據民眾的需求，及時做出修正。所有參與第一線施打工作的同仁都辛苦了。 　　 但令人遺憾的是，不論是AZ還是Moderna，都遇到層出不窮的假訊息。就連「打疫苗會造成基因突變」這樣的謠言，即使指揮中心和專家學者再三強調「疫苗不會改變基因」，也還是繼續擴散。 　　 假訊息的目的只有一個，就是為了打擊民眾對指揮中心的信任，讓疫苗無法順利施打，讓台灣無法達到集體的防護力。所以我要再次拜託大家：如果在生活中，有看到、聽到可疑的訊息，請透過 #疾管家 LINE＠官方帳號查證，並幫忙澄清說明，這樣防疫工作才能更順利。 　　 最後，請一定要鼓勵家人朋友，踴躍施打疫苗！越多人施打，我們就離恢復正常生活越近！ 　　 #團結防疫守台灣翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-06,67000,1041,9549,https://m.facebook.com/story.php?story_fbid=10157574815121065&id=46251501064,今天我要跟大家報告 #疫苗供應 及 #疫苗施打 的新進展： 　　 1️⃣疫苗供應新進展：我們訂購的AZ疫苗，明天將到貨62萬劑。第二批日本提供的疫苗，後天則將有113萬劑送達。 　　 加上這兩批疫苗後，台灣將累計取得超過700萬劑疫苗。接下來，我們會緊盯進度，讓已訂購但延遲到貨的疫苗能陸續送達，更會繼續洽購更多疫苗。鴻海/永齡基金會、台積電希望洽購BNT疫苗捐贈政府的工作，也都在積極進行中。 　　 2️⃣疫苗施打新進展：疫苗供給逐漸穩定後，我們已開始擴大施打的作業，由唐鳳政委主導規劃的 #疫苗意願登記與預約接種系統，今天宣布後，已經在澎湖、金門、馬祖開始試辦。 　　 請大家留意後續資訊，依序做意願登記。登記完後，待收到1922的簡訊通知，確定符合資格後，就可以進行預約接種。不只是透過網路，我們也會比照口罩預約的模式，提供藥局、超商、衛生所等管道，來協助大家做預約接種的登記。 　　 隨著疫苗陸續到貨，施打的年齡會持續降低，規模也會越來越大。我們希望透過大家最熟悉、也最便利的系統及管道，讓施打更有序、更順利。希望在七月底前，就能把台灣的疫苗接種率，從現在的10%，提高到20%-25%，達到在防疫上有意義的程度。 　　 我要再次拜託大家，有注射有保護，每一款都可以！施打疫苗的人數越多，台灣離群體免疫的目標就越近，醫療系統的負荷也會減輕，大家才能夠放心回到正常生活。我們一起來努力！ 　　 👉疫苗意願登記與預約接種系統：https://1922.gov.tw 👉懶人包看這邊：https://reurl.cc/nolAG2 　　 #團結防疫守台灣翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-06,13000,411,5118,https://m.facebook.com/story.php?story_fbid=224288769544576&id=46251501064,大家好，我正在總統府內針對防疫工作與疫苗進度發表談話。請大家一起加入直播並分享！翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-06,26000,295,2774,https://m.facebook.com/story.php?story_fbid=10157574603696065&id=46251501064,大家午安，稍後五點，我將在總統府內，針對防疫工作與疫苗進度發表談話。請大家一起線上收看並分享！翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-06,79000,1630,9086,https://m.facebook.com/story.php?story_fbid=10157574450061065&id=46251501064,今天是 達賴喇嘛 尊者86歲壽誕，對於疫情肆虐全球，尊者說：「這次的危機告訴我們，即便我們分開生活，我們也無法遠離彼此。因此，我們所有人都有責任去實踐慈悲和協助他人。」他鼓勵大家互相幫助，克服疫情的挑戰。感謝尊者分享智慧，祝福壽誕快樂。翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-05,81000,1437,6018,https://m.facebook.com/story.php?story_fbid=10157574341676065&id=46251501064,再次謝謝日本政府及時提供113萬劑疫苗，預計7/8抵達！ 　　 繼上次的124萬劑AZ疫苗，感謝日本再次提供疫苗，成為我們對抗疫情最堅實的力量。我們會用最快的速度封緘、配發、施打，讓更多台灣人，因為這份 #友情のワクチン 而降低染疫風險。 　　 東京奧運開幕在即，東奧的舉行，不僅代表世界在疫情中依然積極用運動競技促進友誼與和平，更象徵人類共同對抗病毒的決心。 　　 台灣選手會做最好的準備，也非常期待前往日本一同參加競技，共同讓疫情中展開的東京奧運更加精彩，振奮全世界的人們，一起走出疫情陰霾。東奧加油！台灣加油！ 　　 #台日友好 #團結防疫守台灣翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-02,45000,871,13000,https://m.facebook.com/story.php?story_fbid=10157568114026065&id=46251501064,台北市環南市場在PCR檢測中發現41起陽性案例，這是當前需要關注的疫情熱區，中央也正全力支援！ 　　 指揮中心已經和台北市政府成立 #聯合前進指揮所，由王必勝醫師和市府共同帶領防疫醫師、疫調人員進駐環南市場。今天早上，除了陳時中指揮官前往現場了解情況，行政院農業委員會 和 經濟部 等相關部會也共同協助應變。目前，市府已經宣布環南市場休市三天，聯合前進指揮所將在明天（7/3）前完成以下五項工作： 　　 1️⃣設置環南市場篩檢站，協助周邊受匡列攤販進行PCR檢測。 　　 2️⃣今天發布疫情警示簡訊，提醒6/8起曾在環南市場活動人員注意。 　　 3️⃣今天完成確診者的疫調。 　　 4️⃣明天完成密切接觸者隔離，並安排採檢。 　　 5️⃣持續匡列風險區域人員，定期安排採檢。 　　 在守住環南市場這波疫情前，我們不能有任何鬆懈！病毒是共同的敵人，指揮中心會密切支援台北市政府落實防疫工作，相關部會則會確保農產品及民生物資的穩定供應。農委會 陳吉仲 主委也說明，在環南市場及鄰近的台北第一家禽批發市場休市期間，已協調調度交易和屠宰，將由鄰近區域及中南部的量能，共同供應大台北地區。 　　 謝謝所有在前線、後勤崗位支援的同仁。大家都在同一條船上，病毒的侵襲不分你我，防堵疫情更不能分你我，最重要的是共同面對問題，我們一起努力。 　　 #團結防疫守台灣翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-01,41000,1011,9356,https://m.facebook.com/story.php?story_fbid=10157566561041065&id=46251501064,面對國際上來勢洶洶的Delta變種病毒，我們注意到大家的擔憂，也參考了各界的建議，強化入境檢疫措施，從7月2日起，入境者一律篩檢2+1次！ 　　 1️⃣入境全篩：入境者全部都要做PCR檢測。其中，高風險七國（巴西、印度、英國、秘魯、以色列、印尼、孟加拉）的入境者，安排在集中檢疫所採檢。其他國家的入境者，則在機場採檢。 　　 2️⃣一律隔離：為了避免居家隔離不慎造成破口，高風險七國的入境者將安排入住集中檢疫所，其他國家的入境者，則可以選擇住在防疫旅館，或自費入住集中檢疫所。 　　 3️⃣期中快篩：14天的隔離檢疫期間，在第10天到第12天時，將以「家用快篩」採檢一次。 　　 4️⃣期滿再篩：隔離檢疫期滿前，再做一次PCR檢測。 　　 以上 #兩次PCR檢測 加上 #一次快篩，如果發現確診案例，所有確診者的陽性病毒，都會送到實驗室進行基因定序，在最短時間內辨識是否為變種病毒。 　　 三級警戒以來，因為全國的付出，國內疫情逐漸受到控制。也因此，我們在國境管制上更要小心戒備，才能守住現有的疫情防線。我要謝謝大家的關注和提醒，也請所有要入境的朋友，辛苦一下，一起配合檢疫措施，保護自己，也保護台灣。 　　 #團結防疫守台灣翻譯年糕
蔡英文 Tsai Ing-wen,2021-06-30,35000,1101,6455,https://m.facebook.com/story.php?story_fbid=10157566121376065&id=46251501064,七月到了，除了要持續落實防疫外，政府也有兩大類重要的措施如期上路，我要向關心育兒和房價的大家報告： 　　 重點1️⃣：育兒新制上路！ 　　 ✅為了支持準媽媽，我們把 #孕婦產檢補助 的次數，從10次調高成14次，產檢假也將修法從5天增加為7天。 　　 ✅為了創造更友善的育兒環境，我們把 #育嬰留職停薪 的津貼，從六成薪提高到八成薪。 　　 ✅我們擴大了 #不孕症試管嬰兒補助，一般民眾第一次最高補助10萬元，後續每次最多補助6萬元，希望幫助到想生小孩的夫妻。 　　 重點2️⃣：居住正義新制上路！ 　　 ✅按照 #房地合一稅 2.0的規定，2016年後取得的房地、預售屋及特定股權交易，若在持有2年內出售，將會課45%稅率。持有超過2年、未滿5年內出售，則會課35%稅率。這是為了抑制短期的投機炒房。 　　 ✅按照 #實價登錄 2.0的規定，房屋成交案件的地號和門牌要完整揭露，預售屋的定型化契約要納管，紅單交易也要納管並禁止轉售。這也是為了避免炒作，保障消費者的權益。 　　 更多細部資訊，也請持續鎖定 衛生福利部、勞動部、內政部 和 財政部 的說明喔！翻譯年糕
蔡英文 Tsai Ing-wen,2021-06-30,64000,951,9454,https://m.facebook.com/story.php?story_fbid=10157564591876065&id=46251501064,新一批政府購買的41萬劑Moderna疫苗已經到貨，現在最重要的是 #持續施打疫苗！ 　　 今天抵達的疫苗，只是我們外購疫苗的一部分。目前，我們從各個管道取得的疫苗，累計已經超過526萬劑。接下來的七月、八月，隨著日本將提供第二批AZ疫苗，以及國際供貨逐漸穩定，還會有更多疫苗抵達。 　　 疫苗是對抗疫情的重要武器，所以，我們必須加速、擴大疫苗施打。我已經指示行政院和指揮中心，務必要規劃好七、八月的施打進程，一定要跟各縣市加速溝通協調，做好各項準備工作。 　　 只有加速、擴大疫苗施打，才能升級防疫網，提升群體免疫的能力。所以我要拜託大家：如果家中有人符合疫苗接種優先順位，請把握機會，盡快施打。打疫苗，不但能保護自己、保護家人，也是在為全台灣的防疫工作盡一分心力。 　　 #團結防疫守台灣翻譯年糕
蔡英文 Tsai Ing-wen,2021-06-29,59000,1253,9165,https://m.facebook.com/story.php?story_fbid=10157562978381065&id=46251501064,跟大家報告一個重要的消息：台美 #貿易暨投資架構協定（TIFA），在睽違5年之後，明天就要召開會談了。 　　 這是台灣對外貿易非常重要的一大步。過去幾年來，我們全力推動經濟結構轉型，也展現解決困難貿易問題、走向世界的決心，台美雙方都認為，現在，就是 #TIFA 向前邁進的時刻。 　　 TIFA是台美經貿機制化對話與協商的平台，有了這個平台的啟動，才能系統性的進行經貿對話，以及處理雙邊的經貿議題，因此，TIFA對未來台美經貿關係的深化，有高度的重要性。我們在TIFA討論的任何實質議題，都是在為建構更堅實的台美經貿夥伴關係奠定基礎。 　　 在TIFA會談中，我們會將台美雙邊貿易的議題，做一個總整理。把過去累積的議題、以及當前因應國際新局勢的貿易議題，逐一拿出來討論，共同建構起台美雙方處理相關議題的架構、原則和程序；讓雙邊的貿易議題，以及台美共同面對的全球議題的討論，能夠有結構、有節奏的推進。 　　 這幾年，印太地區的和平繁榮發展，是區域內所有國家共同的目標。只要台灣控制住疫情，減少經濟的波動，就能夠為印太地區的和平繁榮多一分貢獻。因此，啟動TIFA這個對話平台，跟可信賴的夥伴共同面對及解決問題，並推動雙邊、區域及全球的貿易進程，真的是相當重要的一步。 　　 期待會談順利，也請大家給努力不懈的外交和經貿團隊最大的鼓勵和支持！翻譯年糕
